사업장명,상세영업상태명,소재지전체주소,도로명전체주소,도로명우편번호,업종구분소분류,도,시,로
타코인제주노형점,영업,제주특별자치도 제주시 연동 291-57,"제주특별자치도 제주시 삼무로9길 22, 1층 (연동)",63125.0,기타,제주특별자치도,제주시,삼무로9길
카페연대,영업,제주특별자치도 제주시 외도이동 1970-4번지,"제주특별자치도 제주시 연대마을길 34-3, 1층 (외도이동)",63068.0,기타,제주특별자치도,제주시,연대마을길
달빛낙원,영업,제주특별자치도 제주시 삼도이동 22-1번지,"제주특별자치도 제주시 관덕로9길 11, 1층 (삼도이동)",63166.0,기타,제주특별자치도,제주시,관덕로9길
고고다찌,영업,제주특별자치도 제주시 한림읍 한림리 1328-39,"제주특별자치도 제주시 한림읍 사가동길 18, 1층",63032.0,기타,제주특별자치도,제주시,한림읍
피자탑외도하귀점,영업,제주특별자치도 제주시 애월읍 하귀1리 137-8번지,"제주특별자치도 제주시 애월읍 하귀동남1길 32-15, 1층",63054.0,기타,제주특별자치도,제주시,애월읍
해미가,영업,제주특별자치도 제주시 애월읍 하귀2리 2740-5번지,"제주특별자치도 제주시 애월읍 애월해안로 866, 1층",63050.0,기타,제주특별자치도,제주시,애월읍
토종닭오리백숙,영업,제주특별자치도 제주시 도평동 937-1,"제주특별자치도 제주시 도평길 78, 제2호 (도평동)",63076.0,기타,제주특별자치도,제주시,도평길
동백장게스트하우스,영업,제주특별자치도 제주시 애월읍 광령리 3850-11,"제주특별자치도 제주시 애월읍 하광로 289, 지하1층",63060.0,기타,제주특별자치도,제주시,애월읍
도로시파스타,영업,제주특별자치도 제주시 일도이동 61,"제주특별자치도 제주시 연수로2길 24, 1층 (일도이동)",63259.0,기타,제주특별자치도,제주시,연수로2길
부침개,영업,제주특별자치도 제주시 연동 255-3번지,"제주특별자치도 제주시 신광로10길 20, 지하1층 (연동)",63132.0,기타,제주특별자치도,제주시,신광로10길
금능길,영업,제주특별자치도 제주시 한림읍 금능리 1480 그린비치,"제주특별자치도 제주시 한림읍 금능길 92, 그린비치 1층",63010.0,기타,제주특별자치도,제주시,한림읍
원조우향해장국,영업,제주특별자치도 제주시 연동 299-4번지,"제주특별자치도 제주시 신대로20길 7, 1층 (연동)",63136.0,기타,제주특별자치도,제주시,신대로20길
흑돼지,영업,제주특별자치도 제주시 애월읍 신엄리 2826 오션펜션,"제주특별자치도 제주시 애월읍 부룡수길 8, 오션펜션 1층",63047.0,기타,제주특별자치도,제주시,애월읍
푸라닭제주함덕점,영업,제주특별자치도 제주시 조천읍 함덕리 951-1번지,"제주특별자치도 제주시 조천읍 함덕18길 19, 1층",63333.0,기타,제주특별자치도,제주시,조천읍
오시나국수,영업,제주특별자치도 제주시 이도이동 1175-4번지,"제주특별자치도 제주시 동광로6길 9, 1층 (이도이동)",63213.0,기타,제주특별자치도,제주시,동광로6길
숨어있는집함덕펜션,영업,제주특별자치도 제주시 조천읍 함덕리 4166-3,"제주특별자치도 제주시 조천읍 함덕30길 14-5, 1층",63333.0,기타,제주특별자치도,제주시,조천읍
시나르,영업,제주특별자치도 제주시 노형동 3787-5,"제주특별자치도 제주시 노형10길 3, 1층 (노형동)",63083.0,기타,제주특별자치도,제주시,노형10길
블루피쉬마켓,영업,제주특별자치도 제주시 노형동 3806-10,"제주특별자치도 제주시 한라대학로 7, 1층 (노형동)",63088.0,기타,제주특별자치도,제주시,한라대학로
아일랜돈,영업,제주특별자치도 제주시 구좌읍 덕천리 1232,"제주특별자치도 제주시 구좌읍 중산간동로 1865-8, 1층",63356.0,기타,제주특별자치도,제주시,구좌읍
슈에뜨펍,영업,제주특별자치도 제주시 이도이동 1768-13 문산빌딩,"제주특별자치도 제주시 중앙로 236, 문산빌딩 3층 (이도이동)",63207.0,기타,제주특별자치도,제주시,중앙로
포메인제주노형점,영업,제주특별자치도 제주시 노형동 3783-2,"제주특별자치도 제주시 1100로 3339, 3층 (노형동)",63083.0,기타,제주특별자치도,제주시,1100로
황제중화요리곽지점,영업,제주특별자치도 제주시 애월읍 곽지리 1622-59,"제주특별자치도 제주시 애월읍 곽지9길 23, 1층",63034.0,기타,제주특별자치도,제주시,애월읍
도향,영업,제주특별자치도 제주시 연동 282-3,"제주특별자치도 제주시 삼무로 56, 2층 (연동)",63124.0,기타,제주특별자치도,제주시,삼무로
동백낭식당,영업,제주특별자치도 제주시 구좌읍 송당리 1571-10,"제주특별자치도 제주시 구좌읍 비자림로 1814, 1층",63355.0,기타,제주특별자치도,제주시,구좌읍
해신짬뽕,영업,제주특별자치도 제주시 우도면 연평리 1290-6,"제주특별자치도 제주시 우도면 우도해안길 814, 1층",63365.0,기타,제주특별자치도,제주시,우도면
면아라,영업,제주특별자치도 제주시 아라일동 6072-9번지,"제주특별자치도 제주시 아란11길 4, 1층 (아라일동)",63238.0,기타,제주특별자치도,제주시,아란11길
깨비랑,영업,제주특별자치도 제주시 삼양이동 2101-10,"제주특별자치도 제주시 설촌로10길 12, 1층 (삼양이동)",63319.0,기타,제주특별자치도,제주시,설촌로10길
지미스베이킹컴퍼니,영업,제주특별자치도 제주시 이도이동 87,"제주특별자치도 제주시 연신로 106, 제1동 101호,102호 (이도이동)",63245.0,기타,제주특별자치도,제주시,연신로
떡군이네떡볶이구제주점,영업,제주특별자치도 제주시 일도이동 72-1,"제주특별자치도 제주시 연삼로 522-1, 1층 (일도이동)",63260.0,기타,제주특별자치도,제주시,연삼로
썸머스노우,영업,제주특별자치도 제주시 애월읍 금성리 482,"제주특별자치도 제주시 애월읍 금성5길 39, 1층",63034.0,기타,제주특별자치도,제주시,애월읍
노블레스,영업,제주특별자치도 제주시 삼양삼동 2506-1번지,"제주특별자치도 제주시 일주동로 295, 1층 (삼양삼동)",63320.0,기타,제주특별자치도,제주시,일주동로
보편적인노래,영업,제주특별자치도 제주시 연동 261-39번지 한서빌딩,"제주특별자치도 제주시 제원길 14, 한서빌딩 2층 201호 (연동)",63129.0,기타,제주특별자치도,제주시,제원길
교촌치킨 용담삼도점,영업,제주특별자치도 제주시 용담이동 628-24,"제주특별자치도 제주시 용화로 40, 1층 (용담이동)",63159.0,호프/통닭,제주특별자치도,제주시,용화로
미식당,영업,제주특별자치도 제주시 우도면 연평리 1786,"제주특별자치도 제주시 우도면 우도해안길 86, 1층",63365.0,기타,제주특별자치도,제주시,우도면
명빈중화요리,영업,제주특별자치도 제주시 외도일동 475-6,"제주특별자치도 제주시 우정로 38, 1층 (외도일동)",63069.0,기타,제주특별자치도,제주시,우정로
용두암해녀촌,영업,제주특별자치도 제주시 용담삼동 1034-41,"제주특별자치도 제주시 용해로 11, 1층 (용담삼동)",63150.0,기타,제주특별자치도,제주시,용해로
불난닭짱,영업,제주특별자치도 제주시 용담일동 242-16,"제주특별자치도 제주시 서문로 18-2, 1층 (용담일동)",63174.0,기타,제주특별자치도,제주시,서문로
제주귀덕골방,영업,제주특별자치도 제주시 한림읍 귀덕리 4043번지,"제주특별자치도 제주시 한림읍 귀덕5길 33, 1층 102호",63024.0,기타,제주특별자치도,제주시,한림읍
왕돈까스와밀면,영업,제주특별자치도 제주시 아라일동 6130-6 아라그린빌,"제주특별자치도 제주시 인다13길 39, 지하1층 102호 (아라일동, 아라그린빌)",63248.0,기타,제주특별자치도,제주시,인다13길
후르츨리,영업,제주특별자치도 제주시 한림읍 협재리 2447-27,"제주특별자치도 제주시 한림읍 한림로 335, A동 1층",63011.0,기타,제주특별자치도,제주시,한림읍
떡보킹삼화점,영업,제주특별자치도 제주시 화북일동 1958-14 한라주택,"제주특별자치도 제주시 진서로 16, 1층 101호 (화북일동, 한라주택)",63292.0,기타,제주특별자치도,제주시,진서로
루스트플레이스봉개점,영업,제주특별자치도 제주시 봉개동 1886,"제주특별자치도 제주시 번영로 510, 2층 (봉개동)",63313.0,기타,제주특별자치도,제주시,번영로
샐러드바스켓연동점,영업,제주특별자치도 제주시 연동 272-27,"제주특별자치도 제주시 삼무로 46, 1층 (연동)",63124.0,정종/대포집/소주방,제주특별자치도,제주시,삼무로
공룡마라탕앤꼬치3호점,영업,제주특별자치도 제주시 화북일동 1989-28 수성빌라,"제주특별자치도 제주시 진동로1길 16, 1층 101호 (화북일동, 수성빌라)",63289.0,기타,제주특별자치도,제주시,진동로1길
서피플,영업,제주특별자치도 제주시 애월읍 곽지리 1565-47번지,"제주특별자치도 제주시 애월읍 곽지9길 21, 1층",63034.0,기타,제주특별자치도,제주시,애월읍
뉴제주,영업,제주특별자치도 제주시 노형동 1068-8번지 천마빌딩,"제주특별자치도 제주시 월랑로4길 17, 천마빌딩 2층 (노형동)",63097.0,기타,제주특별자치도,제주시,월랑로4길
춘천막국수,영업,제주특별자치도 제주시 화북일동 1986-2,"제주특별자치도 제주시 진남로6길 14, 1층 (화북일동)",63289.0,기타,제주특별자치도,제주시,진남로6길
황금손가락삼화점,영업,제주특별자치도 제주시 도련일동 1940-3,"제주특별자치도 제주시 건주로4길 14-8, 1층 (도련일동)",63323.0,기타,제주특별자치도,제주시,건주로4길
폴레,영업,제주특별자치도 제주시 연동 283-7번지,제주특별자치도 제주시 은남3길 33 (연동),63123.0,기타,제주특별자치도,제주시,은남3길
시간여행,영업,제주특별자치도 제주시 삼도일동 569-27,"제주특별자치도 제주시 서사로 152, 지하1층 (삼도일동)",63185.0,기타,제주특별자치도,제주시,서사로
수복해장국,영업,제주특별자치도 제주시 노형동 2612-1 노성주택,"제주특별자치도 제주시 수덕7길 25, 에이동 1층 102호 (노형동, 노성주택)",63102.0,기타,제주특별자치도,제주시,수덕7길
도도름,영업,제주특별자치도 제주시 연동 272-2,"제주특별자치도 제주시 삼무로 36, 1층 (연동)",63124.0,기타,제주특별자치도,제주시,삼무로
수리코,영업,제주특별자치도 제주시 한경면 조수리 1085,제주특별자치도 제주시 한경면 조수설목1길 8,63004.0,기타,제주특별자치도,제주시,한경면
카페에벤에셀,영업,제주특별자치도 제주시 노형동 82-2,"제주특별자치도 제주시 1100로 3198-20, 1층 (노형동)",63091.0,기타,제주특별자치도,제주시,1100로
빌라드돌핀,영업,제주특별자치도 제주시 조천읍 와산리 1559-18,"제주특별자치도 제주시 조천읍 함와로 566-27, 101동 1층",63342.0,기타,제주특별자치도,제주시,조천읍
선카페,영업,제주특별자치도 제주시 일도일동 1069-4,"제주특별자치도 제주시 동문로 47, 2층 (일도일동)",63278.0,기타,제주특별자치도,제주시,동문로
제주미소,영업,제주특별자치도 제주시 일도이동 68-3,"제주특별자치도 제주시 연수로1길 6, 1층 (일도이동)",63259.0,기타,제주특별자치도,제주시,연수로1길
오래된구름,영업,제주특별자치도 제주시 조천읍 선흘리 2836-9번지,"제주특별자치도 제주시 조천읍 북선로 372, 1층",63340.0,기타,제주특별자치도,제주시,조천읍
난춘식당,영업,제주특별자치도 제주시 한림읍 옹포리 556,"제주특별자치도 제주시 한림읍 한림로 496, 제1호",63012.0,기타,제주특별자치도,제주시,한림읍
플러키,영업,제주특별자치도 제주시 이도이동 1970-13,"제주특별자치도 제주시 남광로 56, 1층 (이도이동)",63227.0,기타,제주특별자치도,제주시,남광로
도누케이크하우스,영업,제주특별자치도 제주시 한림읍 협재리 1725-1,"제주특별자치도 제주시 한림읍 협재1길 4, 1층",63011.0,기타,제주특별자치도,제주시,한림읍
별돈별협재해변점,영업,제주특별자치도 제주시 한림읍 협재리 1725-1번지,"제주특별자치도 제주시 한림읍 협재1길 4, 2층",63011.0,기타,제주특별자치도,제주시,한림읍
곰솔해장국,영업,제주특별자치도 제주시 삼도이동 1241-2번지,"제주특별자치도 제주시 중앙로24길 1, 1층 (삼도이동)",63179.0,기타,제주특별자치도,제주시,중앙로24길
어울림회센타,영업,제주특별자치도 제주시 화북일동 1982-10 화북베스트빌라,"제주특별자치도 제주시 진동로1길 11, 가형 101-3호 (화북일동, 화북베스트빌라)",63292.0,기타,제주특별자치도,제주시,진동로1길
메이오름,영업,제주특별자치도 제주시 구좌읍 동복리 1652-2,"제주특별자치도 제주시 구좌읍 일주동로 1626, 1층",63347.0,기타,제주특별자치도,제주시,구좌읍
비오,영업,제주특별자치도 제주시 애월읍 금성리 482,"제주특별자치도 제주시 애월읍 금성5길 39, 2층 202호",63034.0,기타,제주특별자치도,제주시,애월읍
월정포차,영업,제주특별자치도 제주시 구좌읍 월정리 659-1,"제주특별자치도 제주시 구좌읍 월정중길 55, 2층",63358.0,기타,제주특별자치도,제주시,구좌읍
모드니,영업,제주특별자치도 제주시 연동 285-10번지,"제주특별자치도 제주시 연동12길 24, 1층 101호 (연동)",63133.0,기타,제주특별자치도,제주시,연동12길
카페메콩스카이,영업,제주특별자치도 제주시 아라일동 358-9,"제주특별자치도 제주시 제주대학로 77, 1층 (아라일동)",63249.0,기타,제주특별자치도,제주시,제주대학로
블랙씨걸2호점,영업,제주특별자치도 제주시 한림읍 한림리 1479-1,"제주특별자치도 제주시 한림읍 한림서길 22, 1층",63032.0,기타,제주특별자치도,제주시,한림읍
세렌디피아,영업,제주특별자치도 제주시 외도일동 548-9,"제주특별자치도 제주시 우령2길 20, 1층 (외도일동)",63070.0,호프/통닭,제주특별자치도,제주시,우령2길
황가,영업,제주특별자치도 제주시 화북일동 1968,"제주특별자치도 제주시 진동로5길 42, 1층 (화북일동)",63289.0,기타,제주특별자치도,제주시,진동로5길
알포인트커피,영업,제주특별자치도 제주시 애월읍 곽지리 354,"제주특별자치도 제주시 애월읍 천덕로 218-3, 1층",63034.0,기타,제주특별자치도,제주시,애월읍
비바리순댓국본점,영업,제주특별자치도 제주시 연동 311-74,"제주특별자치도 제주시 신대로7길 10, 1층 (연동)",63119.0,한식,제주특별자치도,제주시,신대로7길
심심포차,영업,제주특별자치도 제주시 이도이동 1136-15,"제주특별자치도 제주시 동고산로 38-2, 1층 (이도이동)",63211.0,기타,제주특별자치도,제주시,동고산로
시민상회,영업,제주특별자치도 제주시 이도일동 1697-1,"제주특별자치도 제주시 오현길 38, 1층 (이도일동)",63195.0,한식,제주특별자치도,제주시,오현길
열날개,영업,제주특별자치도 제주시 도련일동 1588-1 블루힐,"제주특별자치도 제주시 삼봉로 167, 블루힐 2층 (도련일동)",63326.0,한식,제주특별자치도,제주시,삼봉로
샐러디아노형점,영업,제주특별자치도 제주시 노형동 906-5 한신오피스텔,"제주특별자치도 제주시 도령로 54, 한신오피스텔 1층 104호 (노형동)",63081.0,한식,제주특별자치도,제주시,도령로
닥앤돈스칠성점,영업,제주특별자치도 제주시 삼도이동 1175-1 온새미로 카운티,"제주특별자치도 제주시 탑동로15길 28, 1층 (삼도이동, 온새미로 카운티)",63166.0,한식,제주특별자치도,제주시,탑동로15길
브금,영업,제주특별자치도 제주시 애월읍 애월리 2009-1,"제주특별자치도 제주시 애월읍 애월로 59-1, 에이동 1층",63043.0,기타,제주특별자치도,제주시,애월읍
청춘다방,영업,제주특별자치도 제주시 연동 311-17,"제주특별자치도 제주시 귀아랑길 27, 1층 (연동)",63119.0,기타,제주특별자치도,제주시,귀아랑길
일만족발제주점,영업,제주특별자치도 제주시 도남동 84,제주특별자치도 제주시 신성로 80 (도남동),63205.0,기타,제주특별자치도,제주시,신성로
일품순두부교래점,영업,제주특별자치도 제주시 조천읍 교래리 551,"제주특별자치도 제주시 조천읍 비자림로 687-1, 1층",63346.0,한식,제주특별자치도,제주시,조천읍
아이리스카페앤비어,영업,제주특별자치도 제주시 한림읍 한수리 912-1,"제주특별자치도 제주시 한림읍 한수1길 33, 1층",63031.0,기타,제주특별자치도,제주시,한림읍
피자탑조천읍점,영업,제주특별자치도 제주시 조천읍 신촌리 2175,"제주특별자치도 제주시 조천읍 신촌북2길 12-4, 1층",63337.0,기타,제주특별자치도,제주시,조천읍
다크블루올모스트블랙,영업,제주특별자치도 제주시 조천읍 조천리 2229-15,"제주특별자치도 제주시 조천읍 신북로 220, 1층",63331.0,한식,제주특별자치도,제주시,조천읍
정자네,영업,제주특별자치도 제주시 한림읍 한림리 1207,"제주특별자치도 제주시 한림읍 한림중앙로 14, 1층 제2호",63032.0,한식,제주특별자치도,제주시,한림읍
서바다한우정육식당,영업,제주특별자치도 제주시 오라이동 3295-5,"제주특별자치도 제주시 아연로 114, 1층 (오라이동)",63147.0,한식,제주특별자치도,제주시,아연로
뉴욕버거제주연동점,영업,제주특별자치도 제주시 연동 261-21,"제주특별자치도 제주시 삼무로 26, 1층 (연동)",63129.0,기타,제주특별자치도,제주시,삼무로
선물고팡함덕점,영업,제주특별자치도 제주시 조천읍 함덕리 1020-2,"제주특별자치도 제주시 조천읍 신북로 491-9, 1층 101호",63333.0,감성주점,제주특별자치도,제주시,조천읍
다담찌개,영업,제주특별자치도 제주시 연동 2325-1,"제주특별자치도 제주시 성신로1길 30, 1층 (연동)",63126.0,한식,제주특별자치도,제주시,성신로1길
옥상닭빛,영업,제주특별자치도 제주시 조천읍 함덕리 960-8,"제주특별자치도 제주시 조천읍 함덕19길 7, 3층",63333.0,호프/통닭,제주특별자치도,제주시,조천읍
갤러리청귤,영업,제주특별자치도 제주시 이도이동 370-10,"제주특별자치도 제주시 청귤로3길 6, 1층 (이도이동)",63217.0,기타,제주특별자치도,제주시,청귤로3길
바다사무소,영업,제주특별자치도 제주시 구좌읍 평대리 2024-2,"제주특별자치도 제주시 구좌읍 해맞이해안로 1202, 1동",63360.0,한식,제주특별자치도,제주시,구좌읍
전복마을,영업,제주특별자치도 제주시 도두일동 1742 제주아모렉스가족호텔,"제주특별자치도 제주시 서해안로 216, 제주아모렉스가족호텔 (도두일동)",63112.0,일식,제주특별자치도,제주시,서해안로
플로티에가든,영업,제주특별자치도 제주시 구좌읍 월정리 33-12,"제주특별자치도 제주시 구좌읍 해맞이해안로 486, 2층 201호",63358.0,경양식,제주특별자치도,제주시,구좌읍
통돌이돈통가,영업,제주특별자치도 제주시 외도일동 645-6,"제주특별자치도 제주시 우령2길 52, 1층 (외도일동)",63070.0,한식,제주특별자치도,제주시,우령2길
제주별찌,영업,제주특별자치도 제주시 한림읍 귀덕리 3887,"제주특별자치도 제주시 한림읍 한림해안로 542, 1층",63024.0,기타,제주특별자치도,제주시,한림읍
랜돌프비어제주연동점,영업,제주특별자치도 제주시 연동 273-2,"제주특별자치도 제주시 연동7길 24, 1층 (연동)",63123.0,기타,제주특별자치도,제주시,연동7길
고기역,영업,제주특별자치도 제주시 연동 1484,"제주특별자치도 제주시 국기로1길 4, 1층 (연동)",63139.0,식육(숯불구이),제주특별자치도,제주시,국기로1길
하루이수다,영업,제주특별자치도 제주시 구좌읍 세화리 1248-3,"제주특별자치도 제주시 구좌읍 세화남1길 3, 1층",63361.0,기타,제주특별자치도,제주시,구좌읍
굽네치킨한라초점,영업,제주특별자치도 제주시 연동 1527-11,"제주특별자치도 제주시 연화로3길 3-1, 1층 (연동)",63140.0,호프/통닭,제주특별자치도,제주시,연화로3길
삼무로가맥집,영업,제주특별자치도 제주시 연동 292-1,"제주특별자치도 제주시 삼무로 64, 1층 (연동)",63124.0,한식,제주특별자치도,제주시,삼무로
첀씬마라탕,영업,제주특별자치도 제주시 연동 1482,"제주특별자치도 제주시 국기로1길 2, 1층 (연동)",63139.0,중국식,제주특별자치도,제주시,국기로1길
해피치즈스마일제주시점,영업,제주특별자치도 제주시 이도이동 1187-9,"제주특별자치도 제주시 신성로 114, 1층 (이도이동)",63206.0,분식,제주특별자치도,제주시,신성로
서유기마라탕하귀점,영업,제주특별자치도 제주시 애월읍 하귀1리 200-14 느루,"제주특별자치도 제주시 애월읍 하광로 49, 느루 1층",63054.0,중국식,제주특별자치도,제주시,애월읍
나는강정같은치킨입니다화북삼화점,영업,제주특별자치도 제주시 화북일동 1984-7,"제주특별자치도 제주시 진남로6길 3, 1층 (화북일동)",63292.0,호프/통닭,제주특별자치도,제주시,진남로6길
카페이음새,영업,제주특별자치도 제주시 연동 291-24,"제주특별자치도 제주시 삼무로11길 34, 2층 (연동)",63125.0,한식,제주특별자치도,제주시,삼무로11길
럭키유,영업,제주특별자치도 제주시 구좌읍 월정리 505,"제주특별자치도 제주시 구좌읍 월정5길 56, 1층",63358.0,기타,제주특별자치도,제주시,구좌읍
다솜,영업,제주특별자치도 제주시 삼도이동 222-3,"제주특별자치도 제주시 중앙로 120, 2층 (삼도이동)",63170.0,기타,제주특별자치도,제주시,중앙로
마레보비치호텔,영업,제주특별자치도 제주시 애월읍 곽지리 1565-18,"제주특별자치도 제주시 애월읍 곽지1길 23, 1층",63034.0,한식,제주특별자치도,제주시,애월읍
대왕가마솥치킨노형점,영업,제주특별자치도 제주시 노형동 935-17,"제주특별자치도 제주시 원노형6길 31-1, 1층 101호 (노형동)",63084.0,한식,제주특별자치도,제주시,원노형6길
혼술,영업,제주특별자치도 제주시 화북일동 1015-1,"제주특별자치도 제주시 화삼로1길 18, 1층 (화북일동)",63303.0,한식,제주특별자치도,제주시,화삼로1길
뉴욕버거제주외도점,영업,제주특별자치도 제주시 외도이동 235-2,"제주특별자치도 제주시 월대2길 11, 1층 (외도이동)",63071.0,기타,제주특별자치도,제주시,월대2길
더우동,영업,제주특별자치도 제주시 도남동 67-18 한아맨션,"제주특별자치도 제주시 도남로15길 4-9, 1층 101호 (도남동, 한아맨션)",63221.0,일식,제주특별자치도,제주시,도남로15길
아방은어부어멍은해녀,영업,제주특별자치도 제주시 한림읍 한수리 830-4,"제주특별자치도 제주시 한림읍 한림상로 279, 1층",63030.0,일식,제주특별자치도,제주시,한림읍
제주베이통갈치구이,영업,제주특별자치도 제주시 외도이동 1956-2,"제주특별자치도 제주시 연대마을길 26-3, 2층 (외도이동)",63068.0,한식,제주특별자치도,제주시,연대마을길
프랭크버거제주이도점,영업,제주특별자치도 제주시 아라이동 3011-1,"제주특별자치도 제주시 승천로 80, 1층 (아라이동)",63230.0,기타,제주특별자치도,제주시,승천로
안트레밀,영업,제주특별자치도 제주시 이도이동 442-9,"제주특별자치도 제주시 남광로 107, 1층 (이도이동)",63226.0,기타,제주특별자치도,제주시,남광로
여섯줄인생,영업,제주특별자치도 제주시 오라이동 1517-1 송우수자인빌,"제주특별자치도 제주시 연사2길 72, 104동 지1층 B101호 (오라이동, 송우수자인빌)",63145.0,한식,제주특별자치도,제주시,연사2길
팔방미인,영업,제주특별자치도 제주시 아라일동 6152-10,"제주특별자치도 제주시 인다15길 33, 1층 (아라일동)",63248.0,기타,제주특별자치도,제주시,인다15길
샤브앤샤브,영업,제주특별자치도 제주시 아라일동 6116-5,"제주특별자치도 제주시 인다2길 34, 2층 (아라일동)",63247.0,한식,제주특별자치도,제주시,인다2길
안,영업,제주특별자치도 제주시 연동 294-35,"제주특별자치도 제주시 노연로 134, 2층 (연동)",63133.0,한식,제주특별자치도,제주시,노연로
베카신,영업,제주특별자치도 제주시 조천읍 선흘리 1813-4,"제주특별자치도 제주시 조천읍 우진오름길 144, 1층",63341.0,기타,제주특별자치도,제주시,조천읍
듬삭한,영업,제주특별자치도 제주시 한림읍 협재리 1398-2,"제주특별자치도 제주시 한림읍 한림로 450, 1층 101호",63011.0,한식,제주특별자치도,제주시,한림읍
꼬치의품격,영업,제주특별자치도 제주시 노형동 3785-5,"제주특별자치도 제주시 노형10길 21, 1층 (노형동)",63083.0,호프/통닭,제주특별자치도,제주시,노형10길
밥먹다,영업,제주특별자치도 제주시 도남동 74-1,제주특별자치도 제주시 연삼로 346 (도남동),63221.0,한식,제주특별자치도,제주시,연삼로
카페41번가,영업,제주특별자치도 제주시 애월읍 하귀1리 119-4 부용빌딩,"제주특별자치도 제주시 애월읍 하귀동남1길 41, 부용빌딩",63054.0,기타,제주특별자치도,제주시,애월읍
미호채김밥,영업,제주특별자치도 제주시 노형동 1068-13 광석주택,"제주특별자치도 제주시 다랑곶4길 33, 1층 102호 (노형동, 광석주택)",63097.0,한식,제주특별자치도,제주시,다랑곶4길
재주,영업,제주특별자치도 제주시 용담일동 417,"제주특별자치도 제주시 동한두기길 17, 2층 (용담일동)",63153.0,경양식,제주특별자치도,제주시,동한두기길
메종드숲,영업,제주특별자치도 제주시 애월읍 어음리 3004-5,"제주특별자치도 제주시 애월읍 어음서1길 14, 주2동 1층",63038.0,경양식,제주특별자치도,제주시,애월읍
별미돈,영업,제주특별자치도 제주시 아라일동 6125-8,"제주특별자치도 제주시 인다13길 59, 1층 (아라일동)",63248.0,한식,제주특별자치도,제주시,인다13길
푸른초장,영업,제주특별자치도 제주시 애월읍 소길리 155-18 새마을금고 제주연수원,"제주특별자치도 제주시 애월읍 평화로 2175, 새마을금고 제주연수원",63037.0,한식,제주특별자치도,제주시,애월읍
기회횟집,영업,제주특별자치도 제주시 건입동 1421-1 성산빌딩,"제주특별자치도 제주시 중앙로 23, 성산빌딩 성신빌딩동 1층 102~103호 (건입동)",63277.0,횟집,제주특별자치도,제주시,중앙로
인생극장제주삼화점,영업,제주특별자치도 제주시 화북일동 1004-2,"제주특별자치도 제주시 화삼북로 38, 1층 (화북일동)",63303.0,식육(숯불구이),제주특별자치도,제주시,화삼북로
까페빌레,영업,제주특별자치도 제주시 애월읍 광령리 2578,"제주특별자치도 제주시 애월읍 평화로 2727, 제1호동",63063.0,기타,제주특별자치도,제주시,애월읍
제주의계절,영업,제주특별자치도 제주시 구좌읍 종달리 825-2,제주특별자치도 제주시 구좌읍 종달로5길 34,63364.0,분식,제주특별자치도,제주시,구좌읍
한라바이오팜,영업,제주특별자치도 제주시 노형동 940-7 송우수자인아파트,"제주특별자치도 제주시 원노형로 35, 1층 102호 (노형동, 송우수자인아파트)",63082.0,분식,제주특별자치도,제주시,원노형로
비스트로피자구제주점,영업,제주특별자치도 제주시 이도이동 1072-1 윤슬채다세대주택,"제주특별자치도 제주시 오복6길 15, 1층 (이도이동, 윤슬채다세대주택)",63224.0,기타,제주특별자치도,제주시,오복6길
허가네김치찜,영업,제주특별자치도 제주시 이도일동 1774-11,"제주특별자치도 제주시 중앙로 202, 1층 (이도일동)",63198.0,한식,제주특별자치도,제주시,중앙로
모모토세,영업,제주특별자치도 제주시 삼양일동 1577-14,"제주특별자치도 제주시 선사로8길 83, 1층 (삼양일동)",63314.0,경양식,제주특별자치도,제주시,선사로8길
삼합소,영업,제주특별자치도 제주시 이도이동 1188-20,"제주특별자치도 제주시 서광로32길 40-1, 1층 (이도이동)",63207.0,일식,제주특별자치도,제주시,서광로32길
밋더피쉬,영업,제주특별자치도 제주시 한림읍 협재리 1700,"제주특별자치도 제주시 한림읍 협재1길 19-5, 2동 1층",63011.0,한식,제주특별자치도,제주시,한림읍
잇마이피자제대점,영업,제주특별자치도 제주시 아라일동 368-15,"제주특별자치도 제주시 산천단동3길 31, 1층 3호 (아라일동)",63243.0,기타,제주특별자치도,제주시,산천단동3길
상객해물포차,영업,제주특별자치도 제주시 이도이동 1957-5,"제주특별자치도 제주시 신설로11길 43, 1층 (이도이동)",63229.0,정종/대포집/소주방,제주특별자치도,제주시,신설로11길
삼화주구,영업,제주특별자치도 제주시 도련일동 1917-4,"제주특별자치도 제주시 건주로3길 11, 1층 (도련일동)",63323.0,한식,제주특별자치도,제주시,건주로3길
반올림피자한림점,영업,제주특별자치도 제주시 한림읍 옹포리 219-1,"제주특별자치도 제주시 한림읍 한림로 530, 1층",63012.0,기타,제주특별자치도,제주시,한림읍
그리너제주이도점,영업,제주특별자치도 제주시 아라이동 3001-9,"제주특별자치도 제주시 승천로 71, 1층 (아라이동)",63227.0,기타,제주특별자치도,제주시,승천로
풍경,영업,제주특별자치도 제주시 이도일동 1349-28 동성빌딩,"제주특별자치도 제주시 오현길 82, 동성빌딩 1층 (이도일동)",63192.0,한식,제주특별자치도,제주시,오현길
경양카츠제주점,영업,제주특별자치도 제주시 이도이동 1987-2,"제주특별자치도 제주시 남광로2길 22, 1층 102호 (이도이동)",63231.0,경양식,제주특별자치도,제주시,남광로2길
